id,content,test_prompt
4016,"output.id: 93787ce7-dcb6-451a-8fba-3b113779f5eb | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Invoices.aspx, who created it:""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"", and when it was created: ""createdDateTime"":""2022-11-18T08:32:28Z"", and last time it was modified: ""lastModifiedDateTime"":""2024-10-02T13:48:19Z"" | output.content: Company credit card spending
At your arrival at DTSC we will provide you a credit card of the company. The process to get the card is explained in the page ""Onboarding process"".
When using the credit card of the company, please make sure to respect the three following rules:
Make sure to get a proof of the purchase: invoice or at least a VAT ticket;
Make the payement with a company payement method. In other words, make sure to use the credit card of the company.
Make sure it has a professional justification:
Business dinner you may organize with potential futur customers to value our company;
Purchase of items related to your job (mouse, keyboard, ...);
Visit to the car repair center with your company car;
...
No matter the reason, the CEO is the only one who gives you the permission to use the credit card of the company. Please make sure to have his approbation before using the credit card of the company.
At DTSC we centralize a copy of all the invoices and tickets in a folder called Invoices in the shared folder DTSC of this sharepoint. Please make sure to download the file in PDF format and to verify that the VAT information is given.
Link for OneDrive folder: Invoices
Expense account
If the expense is charged to your personal account, it's an expense claim. This is the type of expense to avoid, as it involves more administrative procedures and is the reason why a company credit card is provided. However, if this does happen, the rules for business expenses remain the same:
proof of purchase - invoice in the company's name with address and VAT number, or at least a receipt with VAT number if not available;
Professional justification (see above).
A link with a company means of payment - to do this, you need to fill in an additional form to justify the associated expense and link the reimbursement. In this form, you attach the various proofs of payment in PDF format and place them in the folder called Invoices in the shared folder DTSC.",What should I pay attention to when using the credit card?
4016.1,"output.id: 93787ce7-dcb6-451a-8fba-3b113779f5eb | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Invoices.aspx, who created it:""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"", and when it was created: ""createdDateTime"":""2022-11-18T08:32:28Z"", and last time it was modified: ""lastModifiedDateTime"":""2024-10-02T13:48:19Z"" | output.content: Dépenses par carte de crédit d'entreprise
À votre arrivée chez DTSC, nous vous fournirons une carte de crédit de l'entreprise. Le processus pour obtenir la carte est expliqué dans la page ""Processus d'intégration"".
Lorsque vous utilisez la carte de crédit de l'entreprise, veuillez vous assurer de respecter les trois règles suivantes :
Assurez-vous d'obtenir une preuve d'achat : facture ou au moins un ticket TVA ;
Effectuez le paiement avec un moyen de paiement de l'entreprise. En d'autres termes, assurez-vous d'utiliser la carte de crédit de l'entreprise.
Assurez-vous qu'il y a une justification professionnelle :
Dîner d'affaires que vous pourriez organiser avec de potentiels futurs clients pour valoriser notre entreprise ;
Achat d'articles liés à votre travail (souris, clavier, ...) ;
Visite au centre de réparation automobile avec votre voiture de société ;
...
Quelle que soit la raison, le PDG est le seul à vous donner l'autorisation d'utiliser la carte de crédit de l'entreprise. Veuillez vous assurer d'avoir son approbation avant d'utiliser la carte de crédit de l'entreprise.
Chez DTSC, nous centralisons une copie de toutes les factures et tickets dans un dossier appelé Factures dans le dossier partagé DTSC de ce sharepoint. Veuillez vous assurer de télécharger le fichier au format PDF et de vérifier que les informations de TVA sont fournies.
Lien pour le dossier OneDrive : Factures
Note de frais
Si la dépense est imputée à votre compte personnel, il s'agit d'une note de frais. C'est le type de dépense à éviter, car il implique plus de procédures administratives et c'est la raison pour laquelle une carte de crédit d'entreprise est fournie. Cependant, si cela se produit, les règles pour les dépenses professionnelles restent les mêmes :
preuve d'achat - facture au nom de l'entreprise avec adresse et numéro de TVA, ou au moins un reçu avec numéro de TVA si non disponible ;
Justification professionnelle (voir ci-dessus).
Un lien avec un moyen de paiement de l'entreprise - pour ce faire, vous devez remplir un formulaire supplémentaire pour justifier la dépense associée et lier le remboursement. Dans ce formulaire, vous joignez les différentes preuves de paiement au format PDF et les placez dans le dossier appelé Factures dans le dossier partagé DTSC.",
4016.2,"output.id: 93787ce7-dcb6-451a-8fba-3b113779f5eb | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Invoices.aspx, who created it:""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"", and when it was created: ""createdDateTime"":""2022-11-18T08:32:28Z"", and last time it was modified: ""lastModifiedDateTime"":""2024-10-02T13:48:19Z"" | output.content: Uitgaven met bedrijfskredietkaart
Bij uw aankomst bij DTSC zullen wij u een kredietkaart van het bedrijf verstrekken. Het proces om de kaart te krijgen wordt uitgelegd op de pagina ""Onboardingproces"".
Bij het gebruik van de kredietkaart van het bedrijf, zorg ervoor dat u de volgende drie regels respecteert:
Zorg ervoor dat u een bewijs van aankoop krijgt: factuur of ten minste een BTW-bon;
Doe de betaling met een betalingsmethode van het bedrijf. Met andere woorden, zorg ervoor dat u de kredietkaart van het bedrijf gebruikt.
Zorg ervoor dat er een professionele rechtvaardiging is:
Zakendiner dat u kunt organiseren met potentiële toekomstige klanten om ons bedrijf te waarderen;
Aankoop van items gerelateerd aan uw werk (muis, toetsenbord, ...);
Bezoek aan het autoreparatiecentrum met uw bedrijfswagen;
...
Ongeacht de reden, de CEO is de enige die u toestemming geeft om de kredietkaart van het bedrijf te gebruiken. Zorg ervoor dat u zijn goedkeuring heeft voordat u de kredietkaart van het bedrijf gebruikt.
Bij DTSC centraliseren we een kopie van alle facturen en bonnen in een map genaamd Facturen in de gedeelde map DTSC van deze sharepoint. Zorg ervoor dat u het bestand in PDF-formaat downloadt en controleert of de BTW-informatie is vermeld.
Link voor OneDrive-map: Facturen
Declaraties
Als de uitgave wordt doorbelast aan uw persoonlijke rekening, is het een declaratie. Dit is het type uitgave dat moet worden vermeden, omdat het meer administratieve procedures met zich meebrengt en dat is de reden waarom een bedrijfskredietkaart wordt verstrekt. Als dit echter toch gebeurt, blijven de regels voor zakelijke uitgaven hetzelfde:
aankoopbewijs - factuur op naam van het bedrijf met adres en BTW-nummer, of ten minste een bon met BTW-nummer indien niet beschikbaar;
Professionele rechtvaardiging (zie hierboven).
Een link met een betaalmiddel van het bedrijf - hiervoor moet u een extra formulier invullen om de bijbehorende uitgave te rechtvaardigen en de terugbetaling te koppelen. In dit formulier voegt u de verschillende betalingsbewijzen in PDF-formaat toe en plaatst u ze in de map genaamd Facturen in de gedeelde map DTSC.",
4016.3,"output.id: 93787ce7-dcb6-451a-8fba-3b113779f5eb | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Invoices.aspx, who created it:""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"", and when it was created: ""createdDateTime"":""2022-11-18T08:32:28Z"", and last time it was modified: ""lastModifiedDateTime"":""2024-10-02T13:48:19Z"" | output.content: Ausgaben mit der Firmenkreditkarte
Bei Ihrer Ankunft bei DTSC stellen wir Ihnen eine Kreditkarte des Unternehmens zur Verfügung. Der Prozess zum Erhalt der Karte wird auf der Seite ""Onboarding-Prozess"" erklärt.
Bei der Verwendung der Firmenkreditkarte, bitte stellen Sie sicher, dass Sie die folgenden drei Regeln einhalten:
Stellen Sie sicher, dass Sie einen Kaufbeleg erhalten: Rechnung oder mindestens einen Mehrwertsteuerbeleg;
Führen Sie die Zahlung mit einer Firmenzahlungsmethode durch. Mit anderen Worten, stellen Sie sicher, dass Sie die Firmenkreditkarte verwenden.
Stellen Sie sicher, dass es eine berufliche Rechtfertigung gibt:
Geschäftsessen, das Sie mit potenziellen zukünftigen Kunden organisieren können, um unser Unternehmen zu präsentieren;
Kauf von Artikeln im Zusammenhang mit Ihrer Arbeit (Maus, Tastatur, ...);
Besuch im Autoreparaturzentrum mit Ihrem Firmenwagen;
...
Unabhängig vom Grund ist der CEO der Einzige, der Ihnen die Erlaubnis zur Nutzung der Firmenkreditkarte erteilt. Bitte stellen Sie sicher, dass Sie seine Zustimmung haben, bevor Sie die Firmenkreditkarte verwenden.
Bei DTSC zentralisieren wir eine Kopie aller Rechnungen und Belege in einem Ordner namens Rechnungen im gemeinsamen Ordner DTSC dieses Sharepoints. Bitte stellen Sie sicher, dass Sie die Datei im PDF-Format herunterladen und überprüfen, dass die Mehrwertsteuerinformationen angegeben sind.
Link zum OneDrive-Ordner: Rechnungen
Spesenkonto
Wenn die Ausgabe Ihrem persönlichen Konto belastet wird, handelt es sich um einen Spesenantrag. Dies ist die Art von Ausgabe, die vermieden werden sollte, da sie mehr Verwaltungsverfahren beinhaltet und der Grund ist, warum eine Firmenkreditkarte bereitgestellt wird. Wenn dies jedoch geschieht, bleiben die Regeln für geschäftliche Ausgaben gleich:
Kaufnachweis - Rechnung auf den Namen des Unternehmens mit Adresse und Umsatzsteuernummer, oder mindestens ein Beleg mit Umsatzsteuernummer, falls nicht verfügbar;
Berufliche Rechtfertigung (siehe oben).
Eine Verbindung mit einem Firmenzahlungsmittel - dazu müssen Sie ein zusätzliches Formular ausfüllen, um die zugehörige Ausgabe zu rechtfertigen und die Erstattung zu verknüpfen. In diesem Formular fügen Sie die verschiedenen Zahlungsnachweise im PDF-Format bei und legen sie in den Ordner namens Rechnungen im gemeinsamen Ordner DTSC ab.",
4017,"output.id: ec0b5cc7-7231-475a-9e52-bda47fe2c5a5 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/IT-Devices-%26-Tools.aspx, who created it: ""displayName"":""Quentin Delière"",""email"":""quentin.deliere@dtsc.be"" and when it was created: ""createdDateTime"":""2024-01-20T17:04:58Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-08-28T08:40:42Z"" | output.content: Creating Teams meeting from Google Agenda

Prerequisite :
- you must have a DTSC google account (mail).

Steps:
1. Go to the Google marketplace to download the official Teams add-on : https://workspace.google.com/marketplace/app/microsoft_teams_meeting/961264221134?hl=fr
2. Open Google calendar using your web browser
   - now a Teams icon is available on Google Calendar

3. By clicking on the “Teams icon”, Google will ask to an authorization to access to your Microsoft Teams account
4. After confirmation process, the link is done and you will be able create Teams meeting from Google Calendar.
5. To create a Teams meeting, execute the same steps as usual but you will now able to select “Microsoft Teams” instead of Google Meet.

5. Configure the meeting as usual : meeting time, participants, …
6. After invitation, the event will be available in your Google calendar but also in the Outlook calendar of your invited participant

7. Congratulations, you are now able to plan Teams meeting directly from you Google calendar. Enjoy !",What can I use Google Agenda for?
4017.1,"output.id: ec0b5cc7-7231-475a-9e52-bda47fe2c5a5 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/IT-Devices-%26-Tools.aspx, who created it: ""displayName"":""Quentin Delière"",""email"":""quentin.deliere@dtsc.be"" and when it was created: ""createdDateTime"":""2024-01-20T17:04:58Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-08-28T08:40:42Z"" | output.content: Créer des réunions Teams depuis Google Agenda

Prérequis :
- vous devez avoir un compte Google DTSC (mail).

Étapes :
1. Allez sur le Google Marketplace pour télécharger le module complémentaire officiel Teams : https://workspace.google.com/marketplace/app/microsoft_teams_meeting/961264221134?hl=fr
2. Ouvrez Google Agenda en utilisant votre navigateur web
   - maintenant une icône Teams est disponible sur Google Agenda

3. En cliquant sur l'icône ""Teams"", Google vous demandera une autorisation pour accéder à votre compte Microsoft Teams
4. Après le processus de confirmation, la liaison est effectuée et vous pourrez créer des réunions Teams depuis Google Agenda.
5. Pour créer une réunion Teams, exécutez les mêmes étapes que d'habitude mais vous pourrez maintenant sélectionner ""Microsoft Teams"" au lieu de Google Meet.

5. Configurez la réunion comme d'habitude : heure de la réunion, participants, ...
6. Après l'invitation, l'événement sera disponible dans votre calendrier Google mais aussi dans le calendrier Outlook de vos participants invités

7. Félicitations, vous pouvez maintenant planifier des réunions Teams directement depuis votre calendrier Google. Profitez-en !",
4017.2,"output.id: ec0b5cc7-7231-475a-9e52-bda47fe2c5a5 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/IT-Devices-%26-Tools.aspx, who created it: ""displayName"":""Quentin Delière"",""email"":""quentin.deliere@dtsc.be"" and when it was created: ""createdDateTime"":""2024-01-20T17:04:58Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-08-28T08:40:42Z"" | output.content: Teams-vergaderingen aanmaken vanuit Google Agenda

Vereiste:
- u moet een DTSC Google-account (e-mail) hebben.

Stappen:
1. Ga naar de Google Marketplace om de officiële Teams add-on te downloaden: https://workspace.google.com/marketplace/app/microsoft_teams_meeting/961264221134?hl=fr
2. Open Google Agenda via uw webbrowser
   - er is nu een Teams-pictogram beschikbaar in Google Agenda

3. Door op het ""Teams-pictogram"" te klikken, vraagt Google om toestemming om toegang te krijgen tot uw Microsoft Teams-account
4. Na het bevestigingsproces is de koppeling voltooid en kunt u Teams-vergaderingen aanmaken vanuit Google Agenda.
5. Om een Teams-vergadering aan te maken, voert u dezelfde stappen uit als gewoonlijk, maar nu kunt u ""Microsoft Teams"" selecteren in plaats van Google Meet.

5. Configureer de vergadering zoals gebruikelijk: vergadertijd, deelnemers, ...
6. Na de uitnodiging zal het evenement beschikbaar zijn in uw Google Agenda, maar ook in de Outlook-agenda van uw uitgenodigde deelnemers

7. Gefeliciteerd, u kunt nu Teams-vergaderingen rechtstreeks vanuit uw Google Agenda plannen. Veel plezier!",
4017.3,"output.id: ec0b5cc7-7231-475a-9e52-bda47fe2c5a5 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/IT-Devices-%26-Tools.aspx, who created it: ""displayName"":""Quentin Delière"",""email"":""quentin.deliere@dtsc.be"" and when it was created: ""createdDateTime"":""2024-01-20T17:04:58Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-08-28T08:40:42Z"" | output.content: Teams-Besprechungen aus Google Kalender erstellen

Voraussetzung:
- Sie müssen ein DTSC Google-Konto (E-Mail) haben.

Schritte:
1. Gehen Sie zum Google Marketplace, um das offizielle Teams-Add-on herunterzuladen: https://workspace.google.com/marketplace/app/microsoft_teams_meeting/961264221134?hl=fr
2. Öffnen Sie Google Kalender über Ihren Webbrowser
   - Jetzt ist ein Teams-Symbol im Google Kalender verfügbar

3. Wenn Sie auf das ""Teams-Symbol"" klicken, wird Google Sie um eine Genehmigung bitten, um auf Ihr Microsoft Teams-Konto zuzugreifen
4. Nach dem Bestätigungsprozess ist die Verbindung hergestellt und Sie können Teams-Besprechungen aus Google Kalender erstellen.
5. Um eine Teams-Besprechung zu erstellen, führen Sie die gleichen Schritte wie üblich aus, aber Sie können jetzt ""Microsoft Teams"" anstelle von Google Meet auswählen.

5. Konfigurieren Sie die Besprechung wie gewohnt: Besprechungszeit, Teilnehmer, ...
6. Nach der Einladung wird der Termin in Ihrem Google Kalender verfügbar sein, aber auch im Outlook-Kalender Ihrer eingeladenen Teilnehmer

7. Herzlichen Glückwunsch, Sie können jetzt Teams-Besprechungen direkt aus Ihrem Google Kalender planen. Viel Spaß!",
4018,"output.id: 017d8b7f-384e-44fd-8c28-83e54e30dcc9 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Life-events.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2024-04-28T10:19:28Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-04-28T10:26:58Z"" | output.content: At DTSC, we acknowledge the significance of personal milestones in our employees' lives. To support our team members during these pivotal events, we provide various benefits in accordance with legislation. Here's what we do:

Supplementary Family Allowances
As an employer, we grant supplementary family allowances to employees already receiving legal family allowances. However, we no longer offer these supplementary allowances as part of the cafeteria plan options.

With an amount of €50 per month per child, we provide an additional financial boost to our employees. Moreover, this benefit is tax-deductible and exempt from social security contributions.

Example calculation for your supplementary family allowances:
Increasing gross salary by €50 easily costs the employer €62.50 (taking into account all taxes and contributions). At month-end, the employee retains only about €22. With the supplementary family allowances system, the employer spends only the intended €50, and the employee receives approximately €25.

Birth and Marriage Bonuses
Bonuses given for the birth or marriage of employees are thoughtful gestures. They demonstrate our sensitivity to the value of significant life milestones, gestures our employees will remember.

We provide a bonus of €50 for each childbirth.
Employees receive a bonus of €245 for marriage or registered partnership.
The bonus for registered partnership applies to legal cohabitation within the recognized legal framework.
These bonuses are exempt from social security contributions. They serve as gestures of support and recognition for our employees during these significant life events.

At DTSC, we believe in actively supporting our employees not just in their professional endeavors but also in their personal lives. These benefits are designed to alleviate some of the financial burdens associated with these important milestones, enabling our team members to focus on what matters most.",Are there any benefits in case of marriage?
4018.1,"output.id: 017d8b7f-384e-44fd-8c28-83e54e30dcc9 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Life-events.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2024-04-28T10:19:28Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-04-28T10:26:58Z"" | output.content: Chez DTSC, nous reconnaissons l'importance des événements personnels marquants dans la vie de nos employés. Pour soutenir les membres de notre équipe durant ces moments cruciaux, nous offrons divers avantages conformément à la législation. Voici ce que nous proposons :

Allocations Familiales Supplémentaires
En tant qu'employeur, nous accordons des allocations familiales supplémentaires aux employés qui perçoivent déjà des allocations familiales légales. Cependant, nous n'offrons plus ces allocations supplémentaires dans le cadre des options du plan cafétéria.

Avec un montant de 50 € par mois et par enfant, nous apportons un soutien financier supplémentaire à nos employés. De plus, cet avantage est déductible fiscalement et exonéré de cotisations de sécurité sociale.

Exemple de calcul pour vos allocations familiales supplémentaires :
Augmenter le salaire brut de 50 € coûte facilement à l'employeur 62,50 € (en tenant compte de toutes les taxes et cotisations). À la fin du mois, l'employé ne conserve qu'environ 22 €. Avec le système d'allocations familiales supplémentaires, l'employeur ne dépense que les 50 € prévus, et l'employé reçoit environ 25 €.

Primes de Naissance et de Mariage
Les primes accordées pour la naissance ou le mariage des employés sont des gestes attentionnés. Elles démontrent notre sensibilité à la valeur des étapes importantes de la vie, des gestes dont nos employés se souviendront.

Nous offrons une prime de 50 € pour chaque naissance.
Les employés reçoivent une prime de 245 € pour un mariage ou un partenariat enregistré.
La prime pour partenariat enregistré s'applique à la cohabitation légale dans le cadre juridique reconnu.
Ces primes sont exonérées de cotisations de sécurité sociale. Elles servent de gestes de soutien et de reconnaissance envers nos employés lors de ces événements importants de leur vie.

Chez DTSC, nous croyons en un soutien actif de nos employés, non seulement dans leurs efforts professionnels mais aussi dans leur vie personnelle. Ces avantages sont conçus pour alléger certaines des charges financières associées à ces étapes importantes, permettant aux membres de notre équipe de se concentrer sur ce qui compte le plus.",
4018.2,"output.id: 017d8b7f-384e-44fd-8c28-83e54e30dcc9 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Life-events.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2024-04-28T10:19:28Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-04-28T10:26:58Z"" | output.content: Bij DTSC erkennen we het belang van persoonlijke mijlpalen in het leven van onze werknemers. Om onze teamleden te ondersteunen tijdens deze cruciale gebeurtenissen, bieden we verschillende voordelen in overeenstemming met de wetgeving. Dit is wat we doen:

Aanvullende Kinderbijslag
Als werkgever kennen we aanvullende kinderbijslag toe aan werknemers die al wettelijke kinderbijslag ontvangen. We bieden deze aanvullende toelagen echter niet meer aan als onderdeel van de cafetariaplan-opties.

Met een bedrag van €50 per maand per kind bieden we onze werknemers een extra financiële steun. Bovendien is dit voordeel fiscaal aftrekbaar en vrijgesteld van socialezekerheidsbijdragen.

Voorbeeldberekening voor uw aanvullende kinderbijslag:
Het verhogen van het brutoloon met €50 kost de werkgever gemakkelijk €62,50 (rekening houdend met alle belastingen en bijdragen). Aan het einde van de maand houdt de werknemer slechts ongeveer €22 over. Met het systeem van aanvullende kinderbijslag besteedt de werkgever slechts de beoogde €50, en de werknemer ontvangt ongeveer €25.

Geboorte- en Huwelijkspremies
Premies voor de geboorte of het huwelijk van werknemers zijn attente gebaren. Ze tonen onze gevoeligheid voor de waarde van belangrijke mijlpalen in het leven, gebaren die onze werknemers zullen onthouden.

We bieden een premie van €50 voor elke geboorte.
Werknemers ontvangen een premie van €245 voor een huwelijk of geregistreerd partnerschap.
De premie voor geregistreerd partnerschap is van toepassing op wettelijke samenwoning binnen het erkende juridische kader.
Deze premies zijn vrijgesteld van socialezekerheidsbijdragen. Ze dienen als gebaren van steun en erkenning voor onze werknemers tijdens deze belangrijke levensgebeurtenissen.

Bij DTSC geloven we in het actief ondersteunen van onze werknemers, niet alleen in hun professionele inspanningen maar ook in hun persoonlijke leven. Deze voordelen zijn ontworpen om enkele van de financiële lasten te verlichten die gepaard gaan met deze belangrijke mijlpalen, zodat onze teamleden zich kunnen concentreren op wat het belangrijkst is.",
4018.3,"output.id: 017d8b7f-384e-44fd-8c28-83e54e30dcc9 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/Life-events.aspx, who created it: ""displayName"":""Thibault Draye"",""email"":""tdraye@dtsc.be"" and when it was created: ""createdDateTime"":""2024-04-28T10:19:28Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-04-28T10:26:58Z"" | output.content: Bei DTSC erkennen wir die Bedeutung persönlicher Meilensteine im Leben unserer Mitarbeiter an. Um unsere Teammitglieder während dieser entscheidenden Ereignisse zu unterstützen, bieten wir verschiedene Leistungen gemäß der Gesetzgebung an. Hier ist, was wir tun:

Zusätzliches Kindergeld
Als Arbeitgeber gewähren wir zusätzliches Kindergeld an Mitarbeiter, die bereits gesetzliches Kindergeld erhalten. Allerdings bieten wir diese Zusatzleistungen nicht mehr als Teil der Cafeteria-Plan-Optionen an.

Mit einem Betrag von 50 € pro Monat pro Kind bieten wir unseren Mitarbeitern eine zusätzliche finanzielle Unterstützung. Darüber hinaus ist diese Leistung steuerlich absetzbar und von Sozialversicherungsbeiträgen befreit.

Beispielberechnung für Ihr zusätzliches Kindergeld:
Eine Erhöhung des Bruttogehalts um 50 € kostet den Arbeitgeber leicht 62,50 € (unter Berücksichtigung aller Steuern und Abgaben). Am Monatsende behält der Mitarbeiter nur etwa 22 €. Mit dem System des zusätzlichen Kindergelds gibt der Arbeitgeber nur die vorgesehenen 50 € aus, und der Mitarbeiter erhält etwa 25 €.

Geburts- und Heiratsboni
Boni, die für die Geburt oder Heirat von Mitarbeitern gewährt werden, sind durchdachte Gesten. Sie zeigen unsere Sensibilität für den Wert bedeutender Lebensmeilensteine, Gesten, an die sich unsere Mitarbeiter erinnern werden.

Wir bieten einen Bonus von 50 € für jede Geburt.
Mitarbeiter erhalten einen Bonus von 245 € für Heirat oder eingetragene Partnerschaft.
Der Bonus für eingetragene Partnerschaft gilt für das gesetzliche Zusammenleben im anerkannten rechtlichen Rahmen.
Diese Boni sind von Sozialversicherungsbeiträgen befreit. Sie dienen als Gesten der Unterstützung und Anerkennung für unsere Mitarbeiter während dieser bedeutenden Lebensereignisse.

Bei DTSC glauben wir an die aktive Unterstützung unserer Mitarbeiter nicht nur in ihren beruflichen Bemühungen, sondern auch in ihrem Privatleben. Diese Leistungen sollen einige der finanziellen Belastungen im Zusammenhang mit diesen wichtigen Meilensteinen lindern und es unseren Teammitgliedern ermöglichen, sich auf das Wesentliche zu konzentrieren.",
4019,"output.id: be8cd4c9-df71-4d0a-a3ba-0f6584d43154 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/LinkedIn.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2022-11-18T08:50:45Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-11-13T23:10:29Z"" | output.content: Core rules
Timing:
- We post on Tuesday and Thursday because there is a lot of activity on LinkedIn these days;
- We post regularly in order to stay visible;
- We don't post when there is not a lot of activity on LinkedIn (holidays, ...).
Content:
- Activities of DTSC:
  - Services we propose;
  - Add pictures to illustrate our services.
- People of the team:
  - Presentation with personnal details;
  - Add pictures;
  - It will show our professionalism.
- We try to add # that make sense;
- We try to interact with our community (surveys, ...);
- We do not forget to like the posts of the company and to repost a publication on our own page.
KPI's to follow
Interesting article
What's important to remember:
- Engagement rate:
  - It measures the interactions we have with our community, hence our visibility;
  - Make sure it's above 5% when we publish something;
- Click rate:
  - It measures the activity of our community on our posts: do they read the documents in the post, ...;
  - In general, a click rate on LinkedIn is above 2%;
  - Make a post with a PDF in it increases the click rate;
  - See useful link
- Number of followers.",On what days does the company post on LinkedIn?
4019.1,"output.id: be8cd4c9-df71-4d0a-a3ba-0f6584d43154 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/LinkedIn.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2022-11-18T08:50:45Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-11-13T23:10:29Z"" | output.content: Règles fondamentales
Timing:
- Nous publions le mardi et le jeudi car il y a beaucoup d'activité sur LinkedIn ces jours-ci;
- Nous publions régulièrement afin de rester visibles;
- Nous ne publions pas lorsqu'il n'y a pas beaucoup d'activité sur LinkedIn (vacances, ...).
Contenu:
- Activités de DTSC:
  - Services que nous proposons;
  - Ajouter des images pour illustrer nos services.
- Personnes de l'équipe:
  - Présentation avec des détails personnels;
  - Ajouter des photos;
  - Cela montrera notre professionnalisme.
- Nous essayons d'ajouter des # qui ont du sens;
- Nous essayons d'interagir avec notre communauté (sondages, ...);
- Nous n'oublions pas d'aimer les publications de l'entreprise et de repartager une publication sur notre propre page.
KPI à suivre
Article intéressant
Ce qu'il est important de retenir:
- Taux d'engagement:
  - Il mesure les interactions que nous avons avec notre communauté, donc notre visibilité;",
4019.2,"output.id: be8cd4c9-df71-4d0a-a3ba-0f6584d43154 | output.metadata: webUrl"":""https://dtservicesandconsulting.sharepoint.com/sites/DTServicesandConsultingSRL/SitePages/LinkedIn.aspx, who created it: ""displayName"":""Denis Budin"",""email"":""denis.budin@dtsc.be"" and when it was created: ""createdDateTime"":""2022-11-18T08:50:45Z"" and last time it was modified: ""lastModifiedDateTime"":""2024-11-13T23:10:29Z"" | output.content: Kernregels
Timing:
- We posten op dinsdag en donderdag omdat er veel activiteit is op LinkedIn op deze dagen;
- We posten regelmatig om zichtbaar te blijven;
- We posten niet wanneer er niet veel activiteit is op LinkedIn (vakanties, ...).
Inhoud:
- Activiteiten van DTSC:
  - Diensten die we aanbieden;
  - Voeg afbeeldingen toe om onze diensten te illustreren.
- Mensen van het team:
  - Presentatie met persoonlijke details;
  - Voeg foto's toe;
  - Het zal ons professionalisme tonen.
- We proberen # toe te voegen die zinvol zijn;
- We proberen te interageren met onze gemeenschap (enquêtes, ...);
- We vergeten niet om de berichten van het bedrijf te liken en een publicatie op onze eigen pagina te herplaatsen.
KPI's om te volgen
Interessant artikel
Wat belangrijk is om te onthouden:
- Betrokkenheidsniveau:
  - Het meet de interacties die we hebben met onze gemeenschap, dus onze zichtbaarheid;
  - Zorg ervoor dat het boven 5% ligt wanneer we iets publiceren;
- Kliksnelheid:
  - Het meet de activiteit van onze gemeenschap op onze berichten: lezen ze de documenten in het bericht, ...;
  - In het algemeen is een kliksnelheid op LinkedIn hoger dan 2%;
  - Een bericht maken met een PDF erin verhoogt de kliksnelheid;
  - Zie nuttige link
- Aantal volgers.",
